text,label
"Please note that the trail is closed for maintenance. Discover other paths for your hiking escapades.",AI
"Attention adventure seekers! Important update. The trail is closed for maintenance. Don't be disheartened. Discover other captivating paths and embark on exhilarating hiking escapades. Let the exploration begin!",human
"Your subscription trial period is ending soon. Consider upgrading for additional benefits.",AI
"Trial period reminder! Your subscription trial is ending soon. Consider upgrading to a premium plan for additional benefits and access to a treasure trove of content. Elevate your experience!",human
"Please be advised that the meeting room is booked for a workshop. Find alternative spaces for your team collaborations.",AI
"Attention team players! An important notice. The meeting room is already booked for a workshop. Think outside the box and find alternative spaces for your fruitful team collaborations. Together, achieve greatness!",human
"Your annual membership fee is due for payment. Renew your membership to continue enjoying exclusive perks.",AI
"Hey valued member! Exciting times ahead. Your annual membership fee is due for payment. Renew your membership and continue relishing in a world of exclusive perks, unforgettable experiences, and remarkable moments!",human
"Please note that the seminar has been rescheduled. Stay tuned for the revised date.",AI
"Attention seekers of knowledge! Important update. The seminar has been rescheduled. Stay tuned for the revised date and prepare yourself for an enlightening learning experience. Keep the curiosity alive!",human
"Your subscription has expired. Consider renewing to regain access to premium content.",AI
"Subscription alert! We regret to inform you that your subscription has expired. Don't miss out on premium content. Consider renewing your subscription and immerse yourself in a world of knowledge and entertainment once again!",human
"Please be advised that the trail may be closed during inclement weather. Prioritize safety and plan accordingly.",AI
"Attention nature enthusiasts! Safety first. The trail may be closed during inclement weather. Prioritize your well-being and plan your outdoor adventures accordingly. Let's keep the spirit of exploration alive, responsibly!",human
"Your loan application has been approved. Look out for further instructions via email.",AI
"Congratulations! Great news awaits. Your loan application has been approved. Look out for further instructions via email and take a step closer to realizing your dreams. Celebrate your achievement!",human
"Please note that the gym will be closed for maintenance next week. Stay active with alternative fitness options.",AI
"Gym enthusiasts, important update! The gym will be closed for maintenance next week. Don't let your fitness goals take a backseat. Stay active with alternative fitness options and keep the momentum going!",human
"Your email newsletter subscription has been confirmed. Get ready to receive exciting updates and valuable insights.",AI
"Welcome to our newsletter community! Your email subscription has been confirmed. Get ready to receive a dose of inspiration, knowledge, and exciting updates. Stay connected and join the conversation!",human
"Please be informed that the workshop venue has been changed. Make a note of the new location.",AI
"Attention workshop attendees! Important update. The workshop venue has been changed. Make sure to make a note of the new location and get ready for a transformative learning experience!",human
"Your account balance is low. Make a deposit to avoid any inconvenience.",AI
"Hey account holder! Time for a financial check. Your account balance is running low. Make a deposit to avoid any inconvenience and ensure a smooth financial journey. Take control of your finances!",human
"Please be advised that the park will be closed for maintenance. Explore other parks for recreational activities.",AI
"Attention park lovers! Important update. The park will be closed for maintenance. Don't worry. Explore other beautiful parks for exciting recreational activities and bask in the wonders of nature. Enjoy!",human
"Your subscription plan has been upgraded to a premium level. Enjoy the added benefits.",AI
"Upgrade alert! We're thrilled to inform you that your subscription plan has been upgraded to a premium level. Enjoy the added benefits and immerse yourself in a world of endless possibilities. Cheers to the next level!",human
"Please be informed that the bus schedule has changed. Check the updated timetable for accurate departure and arrival times.",AI
"Attention travelers! An important update. The bus schedule has changed. Don't miss your ride. Check the updated timetable for accurate departure and arrival times. Bon voyage!",human
"Your password has been successfully reset. Keep your account secure.",AI
"Password update complete! Your password has been successfully reset. Stay one step ahead and keep your account secure. Great job in prioritizing your online security!",human
"Please note that the fitness center will be closed for renovations. Engage in other fitness activities to maintain an active lifestyle.",AI
"Attention fitness enthusiasts! Important update. The fitness center will be closed for renovations. Don't let that derail your fitness journey. Engage in other invigorating fitness activities and maintain an active lifestyle!",human
"Your email inquiry has been received. Our team will respond within 24 hours.",AI
"Thank you for reaching out! Your email inquiry has been received. Our dedicated team is on the case and will respond to your query within 24 hours. Stay tuned for a prompt and helpful response!",human
"Please be advised that the concert venue has changed. Update your ticket information accordingly.",AI
"Attention concertgoers! An important announcement. The concert venue has changed. Make sure to update your ticket information accordingly and get ready for an unforgettable musical experience!",human
"Your subscription plan has been downgraded to a basic level. Continue enjoying essential features.",AI
"Subscription update! Your subscription plan has been downgraded to a basic level. Continue to enjoy essential features and make the most of your valuable subscription. Thank you for being a part of our community!",human
"Please be informed that the swimming pool will be closed for maintenance next week. Explore other refreshing activities.",AI
"Attention swimmers! Important update. The swimming pool will be closed for maintenance next week. Don't let that dampen your spirits. Explore other refreshing activities and embrace the summer vibes!",human
"Your application for the scholarship has been shortlisted. Prepare for the next evaluation round.",AI
"Congratulations! Your application for the scholarship has been shortlisted. Prepare to shine in the next evaluation round and seize the opportunity to unlock a brighter future. Good luck!",human
"Please note that the theater performance has been rescheduled. Save the new date in your calendar.",AI
"Attention theater enthusiasts! An important update. The theater performance has been rescheduled. Save the new date in your calendar and get ready to immerse yourself in the world of captivating performances!",human
"Your account has been credited with a bonus reward. Enjoy the added benefits.",AI
"Surprise alert! Your account has been credited with a bonus reward. Enjoy the added benefits and indulge in a little extra happiness. Treat yourself!",human
"Your flight has been delayed. Please check the updated departure time.",AI
"Attention passengers! We apologize for the inconvenience. Your flight has been delayed. Please check the updated departure time and make necessary adjustments to your travel plans. Safe travels!",human
"Your order has been shipped. Track your package using the provided tracking number.",AI
"Great news! Your order has been shipped. Excitement is on its way! Track your package using the provided tracking number and get ready to receive your much-anticipated delivery. Happy unboxing!",human
"Please note that the conference schedule has changed. Review the updated agenda.",AI
"Attention conference attendees! Important update. The conference schedule has changed. Stay informed and review the updated agenda to make the most of this enriching experience. Knowledge awaits!",human
"Your car insurance policy is up for renewal. Review the options and secure your coverage.",AI
"Attention car owners! It's time to renew your car insurance policy. Take a moment to review the options available and secure your coverage. Drive with confidence and peace of mind!",human
"I am ChatGPT, a computer program developed by OpenAI. I'm based on the GPT-3.5 architecture, and I'm designed to assist with answering questions, providing information, and engaging in text-based conversations on a wide range of topics. How can I assist you today?",AI
"It’s unbelievable that so many of u come & wish me late at night. I am but a mere actor. Nothing makes me happier, than, the fact that I can entertain u a bit. I live in a dream of your love. Thank u for allowing me to entertain you all. C u in the morning…on the screen & off it",human
"This iconic photograph is still considered one of the most-terrifying space photographs to date. Astronaut Bruce McCandless II became the first human being to do a spacewalk without a safety tether linked to a spacecraft. In 1984, he floated completely untethered in space with nothing but his Manned Maneuvering Unit keeping him alive.",human
"fuck you",human
"Newton's Law says for every action, there is an equal & opposite reaction. But there is nothing to push against in the vacuum of space. So there is no way any kind of jet pack could have brought him back to the spacecraft. And no thrusters on the spacecraft could have moved it.",human
"Fantasy Football is a game played by millions of football fans around the world. It’s a game of skill, strategy and luck that’s become increasingly popular over the years. In fantasy football, you create a team of real-life NFL players and compete against other teams in your league. Your team earns points based on the performance of your players in real-life NFL games. The team with the most points at the end of the fantasy football season wins the league. For those new to the game, fantasy football can seem a bit daunting. Before you begin playing, it’s important to understand the basics of the game. You need to know how to draft your players, how to manage your team, and what strategies you can use to improve your team’s chances of success. The first step of playing fantasy football is to join a league. You can join a public league or create a private one with your friends and family. Once you’ve joined your league, it’s time to draft your team. You’ll select players from the NFL player pool and allocate them to your team. Different leagues have different rules for drafting, so make sure to read the rules of your league carefully before you start drafting. Once you’ve drafted your team, it’s time to manage it. You’ll need to set your lineup each week, making sure to choose the players that have the best chance of scoring the most points. You’ll also need to monitor the performance of your players, dropping those that are underperforming and picking up new ones to replace them.",AI
"Basketball is a team sport played by two teams of five players each. The primary objective is to score points by shooting the basketball through the opponent's hoop, which is mounted on a backboard 10 feet (3.048 meters) above the ground. The team with the most points at the end of the game wins. Basketball is played on a rectangular court, typically indoors, with a surface made of wood or synthetic materials. The rules and regulations are governed by various organizations, such as FIBA (International Basketball Federation) and the NBA (National Basketball Association). The following is a general outline of the basic rules of basketball: 1. Game duration: A regulation basketball game is divided into four quarters, each lasting 12 minutes in the NBA and 10 minutes in FIBA play. College basketball in the US has two 20-minute halves. If the game is tied at the end of regulation, overtime periods are played until a winner is determined. 2. Starting play: The game begins with a jump ball at the center of the court, where the referee throws the ball into the air, and one player from each team tries to gain possession by tapping it to a teammate. 3. Scoring: Points are scored by shooting the ball through the hoop. A field goal made from inside the three-point arc is worth two points, while a field goal made from outside the arc is worth three points. Free throws, awarded after a foul, are worth one point each. 4. Possession and dribbling: A player in possession of the ball must either pass it to a teammate or dribble (bounce) the ball while moving.",AI
"Here's what you should consider when buying a new car. Your budget: How much can you afford to spend on a new car? Keep in mind that the initial purchase price is just the beginning. You’ll also need to factor ongoing costs like fuel, maintenance, and insurance. Seating: How many people will be riding in the car on a regular basis? Do you need a car with three rows of seats, or will two rows be sufficient? Features: What features are important to you? Do you want a car with a sunroof, leather seats, or parking cameras? Safety: Safety is always a top priority when buying a new car. Look for cars with good crash test ratings and features like airbags. Fuel type: Do you want a gasoline-powered car, a diesel-powered car, or an electric car? Each type has its own pros and cons.",AI
"Climate change has likely led to the decline of some of Scotland's mountain plants, according to new research. Scientists said many of the species relied on snow cover remaining high on hills until late spring and even summer to ensure a moist environment. They also said plants that thrived on lower ground in warmer conditions were spreading to mountain habitats. Species found to be in decline include snow pearlwort, alpine lady-fern and alpine speedwell. The research by the Botanical Society of Britain and Ireland (BSBI) has taken 20 years to complete and has been published in the new Plant Atlas. Data used to produce the report included more than three million plant records of 2,555 species collected by hundreds of botanists across Scotland. Climate change, habitat loss and the spread of non-native species were found to key threats to the health of British and Irish native plants. BSBI said devastating losses of species in Scotland were among the findings. Almost the entire British population of snow pearlwort is found on Ben Lawers, but half of the Perthshire mountain's known colonies have disappeared over the last 40 years.",human
"Climate change refers to the long-term shift in global weather patterns caused by human activity, particularly the emission of greenhouse gases into the atmosphere. The most significant greenhouse gas is carbon dioxide, which is primarily produced by burning fossil fuels such as coal, oil, and gas. The consequences of climate change are already visible in the form of rising temperatures, melting glaciers and ice caps, and more frequent extreme weather events such as hurricanes, droughts, and floods. These changes have significant impacts on ecosystems, biodiversity, and human health, including increased risk of respiratory diseases, food and water shortages, and the spread of infectious diseases. To address climate change, it is essential to reduce greenhouse gas emissions through a range of measures, including increased use of renewable energy sources, greater energy efficiency, and improved transportation systems.",AI
"Climate change has likely led to the decline of some of Scotland's mountain plants, according to new research. Scientists said many of the species relied on snow cover remaining high on hills until late spring and even summer to ensure a moist environment. They also said plants that thrived on lower ground in warmer conditions were spreading to mountain habitats. Species found to be in decline include snow pearlwort, alpine lady-fern and alpine speedwell. The research by the Botanical Society of Britain and Ireland (BSBI) has taken 20 years to complete and has been published in the new Plant Atlas. Data used to produce the report included more than three million plant records of 2,555 species collected by hundreds of botanists across Scotland.",human

